asin,demand,constraint,submitted,confirmed,tr,received,week
5492039E5B,3.0,3.0,1.0,1.0,2.0,-1.0,w1
E95EFC4565,2.0,0.0,5.0,5.0,3.0,3.0,w1
2E82318138,1.0,1.0,1.0,1.0,1.0,0.0,w1
13E282E5E7,2.0,0.0,4.0,4.0,3.0,1.0,w1
A995AD1943,1.0,1.0,-1.0,-1.0,-0.0,-0.0,w1
3562E7E22F,1.0,4.0,-1.0,-1.0,0.0,-2.0,w1
3AC850A8CF,3.0,0.0,3.0,3.0,3.0,1.0,w1
8BD7365A99,2.0,1.0,2.0,2.0,1.0,1.0,w1
501519A5C7,2.0,3.0,-1.0,1.0,3.0,-2.0,w1
1F41BA4AF8,2.0,0.0,2.0,2.0,2.0,0.0,w1
11BA0DF4F2,2.0,1.0,2.0,2.0,2.0,-0.0,w1
F05A6A2A85,2.0,1.0,3.0,3.0,2.0,1.0,w1
563E0EBCC7,3.0,1.0,2.0,2.0,3.0,-0.0,w1
98AE14DE02,1.0,0.0,1.0,1.0,1.0,0.0,w1
2129D741EF,0.0,1.0,0.0,0.0,0.0,0.0,w1
E2BAF8FB06,2.0,1.0,3.0,3.0,4.0,-1.0,w1
5E55B8DF4C,3.0,0.0,3.0,3.0,1.0,1.0,w1
8EE6E7A312,2.0,2.0,1.0,1.0,1.0,-1.0,w1
F53810DFC3,2.0,1.0,2.0,2.0,1.0,0.0,w1
6284D09F93,4.0,1.0,4.0,4.0,3.0,0.0,w1
725872BC6C,1.0,0.0,1.0,1.0,1.0,-0.0,w1
2B1C3A23F7,1.0,3.0,-2.0,-2.0,-1.0,-1.0,w1
FE6D4F055D,1.0,2.0,-1.0,-1.0,1.0,-1.0,w1
527546F9CC,4.0,1.0,4.0,4.0,2.0,2.0,w1
043D027D79,2.0,0.0,3.0,3.0,2.0,1.0,w1
DCFE8FD6A1,1.0,3.0,-3.0,-3.0,-1.0,-2.0,w1
E7D26B91E0,1.0,0.0,1.0,1.0,1.0,-0.0,w1
C4760FD2E3,3.0,0.0,3.0,3.0,2.0,1.0,w1
54EEF80FC7,2.0,0.0,2.0,2.0,2.0,-0.0,w1
4760C53669,4.0,1.0,4.0,4.0,3.0,1.0,w1
4043E7587F,2.0,0.0,2.0,2.0,2.0,0.0,w1
3D3B831413,1.0,0.0,0.0,0.0,0.0,0.0,w1
411BF683C5,3.0,2.0,1.0,2.0,1.0,0.0,w1
A3D9B43C8D,1.0,1.0,1.0,1.0,1.0,0.0,w1
BDAAF31072,1.0,0.0,1.0,1.0,1.0,0.0,w1
F74269D721,2.0,2.0,0.0,0.0,1.0,-0.0,w1
45AF07D9C4,1.0,1.0,1.0,2.0,2.0,-0.0,w1
F46B8BAA4B,5.0,1.0,4.0,4.0,3.0,2.0,w1
1788275A1C,1.0,0.0,3.0,3.0,2.0,1.0,w1
FE431DAF26,1.0,0.0,4.0,4.0,4.0,1.0,w1
79B6FDFDBF,2.0,1.0,1.0,1.0,1.0,0.0,w1
546D8306C7,2.0,1.0,3.0,3.0,2.0,1.0,w1
600BA19F4A,2.0,0.0,5.0,5.0,3.0,2.0,w1
68C25ED4E0,4.0,3.0,3.0,3.0,3.0,0.0,w1
652FCC5D0C,2.0,0.0,3.0,3.0,5.0,-2.0,w1
25A3E5AADC,3.0,0.0,5.0,5.0,3.0,2.0,w1
17A2A59681,5.0,0.0,6.0,6.0,6.0,0.0,w1
844163C5A6,2.0,0.0,2.0,2.0,1.0,1.0,w1
4A25B3B55B,1.0,2.0,0.0,0.0,0.0,-0.0,w1
644D327981,2.0,0.0,3.0,3.0,2.0,1.0,w1
56FFB28C26,1.0,0.0,4.0,4.0,4.0,-0.0,w1
44F5590EA0,2.0,1.0,0.0,0.0,1.0,-0.0,w1
4397E3BB50,3.0,0.0,4.0,4.0,5.0,-0.0,w1
457B116220,1.0,0.0,1.0,1.0,1.0,0.0,w1
2F87B91F8B,3.0,0.0,5.0,5.0,3.0,2.0,w1
75A5C031DB,2.0,0.0,2.0,3.0,2.0,1.0,w1
2B3B5A1E74,2.0,3.0,-1.0,-1.0,-0.0,-1.0,w1
E861504B37,1.0,2.0,1.0,1.0,4.0,-3.0,w1
E398F89DFE,1.0,3.0,-2.0,-2.0,2.0,-4.0,w1
161572D32E,1.0,0.0,3.0,4.0,2.0,2.0,w1
4FA0F7D506,2.0,1.0,2.0,2.0,2.0,0.0,w1
D39C1961B6,1.0,2.0,3.0,3.0,2.0,0.0,w1
0ADAE20B6C,5.0,0.0,5.0,5.0,3.0,2.0,w1
09CE6F21A5,2.0,1.0,2.0,2.0,1.0,1.0,w1
FE439C30CB,0.0,1.0,0.0,0.0,0.0,1.0,w1
48FAD386EB,3.0,2.0,4.0,4.0,2.0,2.0,w1
76716BF8AA,2.0,1.0,2.0,2.0,6.0,-4.0,w1
32507E9072,3.0,2.0,2.0,5.0,3.0,2.0,w1
D3D4D15E20,2.0,0.0,4.0,4.0,3.0,1.0,w1
087ED05EEB,4.0,1.0,4.0,4.0,3.0,0.0,w1
154B1541A5,1.0,3.0,-1.0,-1.0,2.0,-3.0,w1
92D893C788,1.0,1.0,3.0,4.0,2.0,1.0,w1
BE96BCCC2E,2.0,1.0,2.0,2.0,3.0,-0.0,w1
07ABF57C93,2.0,0.0,3.0,3.0,2.0,1.0,w1
2AD7F4E011,1.0,3.0,-2.0,-2.0,-1.0,-1.0,w1
45CECD7FAB,2.0,1.0,1.0,1.0,1.0,0.0,w1
86D5E30119,4.0,0.0,4.0,4.0,2.0,2.0,w1
C93038456E,3.0,2.0,2.0,2.0,1.0,1.0,w1
2A3A306BFA,1.0,1.0,3.0,3.0,1.0,2.0,w1
9BE911B89E,1.0,0.0,2.0,2.0,2.0,0.0,w1
C4DB86F487,1.0,1.0,7.0,7.0,4.0,3.0,w1
C2A6BA6783,1.0,2.0,-1.0,-1.0,1.0,-1.0,w1
2552923168,7.0,0.0,7.0,7.0,4.0,4.0,w1
B52AB64A20,3.0,0.0,4.0,4.0,2.0,2.0,w1
75C1F6779F,3.0,1.0,2.0,3.0,2.0,1.0,w1
3A0DB031D9,1.0,1.0,1.0,1.0,2.0,-1.0,w1
8E4CE9FD88,2.0,0.0,1.0,1.0,1.0,0.0,w1
E65FA2B0B5,1.0,0.0,1.0,1.0,1.0,1.0,w1
6EFAF92359,1.0,1.0,1.0,1.0,3.0,-1.0,w1
8A0BFD6EC2,3.0,0.0,4.0,5.0,4.0,1.0,w1
701668B655,2.0,1.0,1.0,1.0,1.0,0.0,w1
9C05A7DA76,1.0,1.0,0.0,0.0,0.0,-0.0,w1
97D5DFF62E,2.0,1.0,1.0,1.0,5.0,-4.0,w1
40D9D52A73,4.0,0.0,4.0,4.0,2.0,2.0,w1
CD773AB4D7,1.0,3.0,-1.0,-1.0,-0.0,-0.0,w1
648FDA050B,1.0,0.0,2.0,2.0,2.0,-0.0,w1
D69DFF11AD,1.0,0.0,2.0,2.0,2.0,0.0,w1
D9BC77263C,1.0,0.0,2.0,2.0,2.0,0.0,w1
DDB5746C21,1.0,2.0,-1.0,-1.0,0.0,-1.0,w1
011DC1BE22,3.0,1.0,3.0,4.0,2.0,2.0,w1
0CE3532177,2.0,1.0,1.0,1.0,3.0,-2.0,w1
D8205BE61D,1.0,2.0,1.0,1.0,1.0,-0.0,w1
52199F122E,0.0,0.0,1.0,1.0,1.0,0.0,w1
230CAA09CB,2.0,0.0,2.0,2.0,6.0,-4.0,w1
DF18603CAE,1.0,0.0,2.0,2.0,3.0,-1.0,w1
A7C64E709F,2.0,1.0,1.0,1.0,3.0,-2.0,w1
33F181518C,3.0,0.0,4.0,4.0,3.0,2.0,w1
64BDF5D2B1,0.0,1.0,1.0,1.0,1.0,0.0,w1
E0D84BCFB4,0.0,1.0,2.0,2.0,2.0,-0.0,w1
E085DD27D2,2.0,0.0,2.0,2.0,2.0,0.0,w1
2DC38A8CEC,0.0,1.0,-0.0,-0.0,0.0,-0.0,w1
C1EE10906B,4.0,1.0,4.0,4.0,2.0,2.0,w1
672997999D,1.0,0.0,1.0,1.0,3.0,-1.0,w1
7149CB78D3,4.0,1.0,3.0,3.0,2.0,1.0,w1
0B2AC99764,2.0,3.0,4.0,4.0,2.0,1.0,w1
10A8EEFB6A,4.0,4.0,-0.0,0.0,0.0,-0.0,w1
3905C642A3,2.0,2.0,-0.0,-0.0,0.0,-1.0,w1
158F0A7D83,2.0,0.0,2.0,3.0,3.0,-0.0,w1
0CDBFA3E58,2.0,1.0,2.0,2.0,1.0,1.0,w1
41D46A71B6,1.0,2.0,-1.0,-1.0,0.0,-1.0,w1
3DBC33062D,1.0,0.0,2.0,2.0,3.0,-1.0,w1
520DFA2A23,2.0,7.0,-4.0,-4.0,-2.0,-2.0,w1
A7EA190DAB,0.0,0.0,-0.0,-0.0,0.0,-0.0,w1
1F29F7EC5C,3.0,1.0,2.0,2.0,3.0,-1.0,w1
A7948C0960,1.0,0.0,3.0,3.0,2.0,1.0,w1
65D5D18051,1.0,0.0,1.0,3.0,2.0,8.0,w1
67B64B45C7,4.0,0.0,5.0,5.0,3.0,2.0,w1
4C7AAEAB6D,3.0,1.0,2.0,2.0,1.0,1.0,w1
EFCE1607DA,1.0,1.0,1.0,1.0,2.0,-1.0,w1
32B9727520,1.0,1.0,1.0,1.0,1.0,0.0,w1
60EE27DD30,1.0,2.0,0.0,0.0,2.0,-2.0,w1
1C337C2F40,2.0,0.0,3.0,3.0,2.0,1.0,w1
49DAD108AA,1.0,2.0,1.0,1.0,1.0,0.0,w1
DE18DC4A3D,1.0,0.0,1.0,1.0,3.0,-2.0,w1
84A30870E2,4.0,1.0,4.0,4.0,2.0,2.0,w1
A5A8FE5B89,1.0,0.0,1.0,1.0,1.0,-0.0,w1
B8AC84D46A,2.0,0.0,3.0,3.0,3.0,-1.0,w1
D1C34E15AB,3.0,2.0,2.0,2.0,1.0,1.0,w1
19C89E22AF,3.0,0.0,3.0,3.0,2.0,2.0,w1
7E4AE40572,2.0,2.0,-0.0,1.0,2.0,-1.0,w1
5742B003AB,4.0,0.0,4.0,4.0,4.0,1.0,w1
1CE02479E0,1.0,3.0,-2.0,-2.0,-1.0,-1.0,w1
A0EE27C7AF,4.0,3.0,2.0,2.0,1.0,1.0,w1
9DABC6789B,2.0,1.0,5.0,5.0,3.0,2.0,w1
FA7B81799B,3.0,1.0,3.0,3.0,3.0,1.0,w1
796B9AA6EF,2.0,1.0,1.0,1.0,1.0,-0.0,w1
DB21D3FBC1,1.0,1.0,2.0,2.0,2.0,0.0,w1
98C95018F6,2.0,1.0,1.0,1.0,1.0,-0.0,w1
D34BD73021,0.0,0.0,2.0,2.0,2.0,-0.0,w1
43E2CF5D2E,4.0,1.0,4.0,4.0,3.0,1.0,w1
8E3780C0B0,1.0,0.0,2.0,2.0,2.0,0.0,w1
AB87CAAA2C,1.0,1.0,0.0,0.0,0.0,0.0,w1
86B4374257,2.0,0.0,2.0,2.0,1.0,2.0,w1
CC29474F7C,1.0,1.0,0.0,0.0,2.0,-2.0,w1
31593FEFB0,4.0,1.0,7.0,7.0,4.0,3.0,w1
AB3A502BFD,2.0,1.0,1.0,1.0,1.0,1.0,w1
44D975BEE0,3.0,0.0,4.0,4.0,3.0,1.0,w1
3F40A85065,4.0,3.0,2.0,3.0,1.0,1.0,w1
B11C5CE65C,1.0,0.0,3.0,3.0,2.0,2.0,w1
3301445412,1.0,2.0,5.0,5.0,4.0,1.0,w1
D1366F5475,4.0,1.0,7.0,7.0,5.0,2.0,w1
258ACD32F5,1.0,1.0,1.0,1.0,1.0,-0.0,w1
8B1BC796EF,5.0,0.0,6.0,6.0,3.0,3.0,w1
E398944272,2.0,1.0,6.0,6.0,4.0,2.0,w1
0ED92D572F,2.0,2.0,1.0,1.0,1.0,0.0,w1
5AC3D74561,2.0,1.0,5.0,6.0,3.0,3.0,w1
A84237EFD7,3.0,0.0,3.0,3.0,2.0,1.0,w1
19E2F50677,1.0,1.0,4.0,4.0,3.0,1.0,w1
8AD7162AB8,2.0,0.0,4.0,4.0,2.0,1.0,w1
FD0A386799,1.0,1.0,2.0,2.0,3.0,-1.0,w1
45192808AB,2.0,1.0,1.0,1.0,2.0,-1.0,w1
74F5B9BD71,2.0,1.0,3.0,3.0,1.0,1.0,w1
F7BCE0C933,1.0,0.0,1.0,2.0,1.0,1.0,w1
57739D97AE,4.0,0.0,7.0,7.0,4.0,3.0,w1
D545781147,1.0,0.0,2.0,2.0,2.0,-1.0,w1
4E939F0F7D,0.0,1.0,5.0,5.0,3.0,2.0,w1
07F6241931,1.0,1.0,1.0,1.0,2.0,-1.0,w1
888001FBEA,2.0,2.0,1.0,1.0,1.0,-0.0,w1
7F990BF878,2.0,1.0,4.0,4.0,5.0,-0.0,w1
3973DC152C,1.0,2.0,-1.0,-1.0,1.0,-2.0,w1
CEE2F3DA3E,2.0,1.0,1.0,1.0,1.0,1.0,w1
0798C90B5C,1.0,1.0,0.0,0.0,2.0,-2.0,w1
D0EE18E624,1.0,0.0,2.0,2.0,2.0,0.0,w1
F6542AFDA6,0.0,0.0,3.0,3.0,2.0,1.0,w1
03E5D6C555,0.0,0.0,0.0,0.0,1.0,-1.0,w1
8F09F3124A,1.0,1.0,2.0,2.0,3.0,-2.0,w1
8AFC3D79FB,4.0,1.0,4.0,4.0,2.0,2.0,w1
9EC2546285,1.0,1.0,1.0,1.0,1.0,0.0,w1
B404A66DBD,1.0,1.0,1.0,1.0,2.0,-1.0,w1
833DD6B6C3,2.0,1.0,2.0,3.0,2.0,1.0,w1
12E4690E13,9.0,0.0,9.0,9.0,5.0,4.0,w1
51FB3D8D0F,1.0,3.0,2.0,2.0,2.0,0.0,w1
6AE9848632,2.0,0.0,1.0,1.0,2.0,-0.0,w1
F63642387D,1.0,2.0,0.0,0.0,0.0,-0.0,w1
A46BC585D1,1.0,1.0,1.0,1.0,3.0,-2.0,w1
F0796CB286,3.0,0.0,4.0,4.0,3.0,1.0,w1
77DE039940,2.0,0.0,2.0,2.0,4.0,-1.0,w1
76A8BB083F,3.0,1.0,2.0,3.0,2.0,1.0,w1
08D37AEA77,5.0,1.0,4.0,5.0,4.0,0.0,w1
C81B2E3954,1.0,1.0,1.0,2.0,3.0,-1.0,w1
EFEEDC58C4,2.0,0.0,2.0,2.0,5.0,-3.0,w1
6FC957ED63,1.0,3.0,-2.0,-2.0,-1.0,-1.0,w1
30F1AC7748,1.0,1.0,-0.0,-0.0,1.0,-1.0,w1
4BC51244A8,0.0,2.0,-1.0,-1.0,1.0,-2.0,w1
CD6B87B052,2.0,0.0,2.0,2.0,3.0,-1.0,w1
26A64615FF,1.0,0.0,0.0,0.0,1.0,-1.0,w1
51A239D5EC,2.0,1.0,2.0,2.0,1.0,1.0,w1
54F74F9378,2.0,0.0,2.0,2.0,2.0,0.0,w1
39AEBB44A4,3.0,0.0,3.0,3.0,2.0,2.0,w1
3DD75CEEF8,3.0,1.0,2.0,2.0,2.0,0.0,w1
AFA14B34EC,2.0,1.0,3.0,3.0,3.0,0.0,w1
40E86EBE2A,5.0,0.0,7.0,7.0,5.0,1.0,w1
62EF19FF70,1.0,0.0,1.0,1.0,1.0,0.0,w1
F2BBA04EC3,2.0,0.0,2.0,2.0,2.0,0.0,w1
9B2E418E88,2.0,0.0,2.0,3.0,3.0,-1.0,w1
A6B1355067,2.0,1.0,3.0,3.0,3.0,0.0,w1
40C09BC5E1,2.0,1.0,2.0,2.0,1.0,1.0,w1
0687DE111B,3.0,1.0,4.0,4.0,3.0,1.0,w1
6A1B7ED5BD,2.0,3.0,-0.0,-0.0,0.0,-0.0,w1
2F7A7638A9,1.0,0.0,1.0,1.0,1.0,-0.0,w1
DABB3DF121,1.0,1.0,3.0,3.0,1.0,1.0,w1
EB34C1AD1A,7.0,0.0,8.0,16.0,10.0,6.0,w2
1FEBC9808F,10.0,2.0,8.0,16.0,9.0,7.0,w2
43AE3A942F,4.0,0.0,6.0,12.0,7.0,5.0,w2
37C7E58D69,9.0,0.0,9.0,19.0,11.0,8.0,w2
5A9660A4F3,2.0,0.0,2.0,4.0,2.0,2.0,w2
35B8A147D3,7.0,0.0,8.0,18.0,9.0,9.0,w2
4FA1B4593C,4.0,1.0,5.0,11.0,6.0,5.0,w2
F917A0CEC2,6.0,0.0,7.0,15.0,8.0,7.0,w2
9302944020,1.0,1.0,2.0,3.0,2.0,2.0,w2
6A05C9065C,1.0,1.0,1.0,2.0,2.0,1.0,w2
E5F0E38FA1,3.0,2.0,1.0,3.0,2.0,1.0,w2
71F5973D0B,4.0,1.0,4.0,9.0,5.0,4.0,w2
2FDFC3F81B,3.0,5.0,-1.0,-3.0,-1.0,-2.0,w2
688ABD9BB1,4.0,0.0,4.0,9.0,6.0,3.0,w2
3D1E5B90E4,5.0,0.0,5.0,11.0,7.0,4.0,w2
9C0C69F3AD,6.0,0.0,7.0,13.0,10.0,3.0,w2
B08ECE887A,3.0,2.0,3.0,6.0,5.0,1.0,w2
E18430D58C,4.0,1.0,3.0,6.0,3.0,3.0,w2
9104BD910E,4.0,0.0,6.0,12.0,7.0,6.0,w2
AC860C453F,3.0,1.0,2.0,4.0,2.0,1.0,w2
9AE376E5F2,7.0,1.0,7.0,15.0,8.0,7.0,w2
1CA16BCCD9,6.0,1.0,6.0,13.0,7.0,6.0,w2
8F601F5D05,4.0,2.0,3.0,5.0,4.0,1.0,w2
7AE26DF754,5.0,3.0,2.0,4.0,3.0,2.0,w2
B74756AB33,7.0,1.0,8.0,15.0,10.0,5.0,w2
12683EC3CE,2.0,1.0,5.0,10.0,7.0,4.0,w2
7E9E33C54F,4.0,2.0,5.0,9.0,6.0,4.0,w2
19D5FE8FC4,4.0,3.0,1.0,4.0,2.0,2.0,w2
D536951E60,3.0,1.0,2.0,4.0,2.0,2.0,w2
DBA5C3EC0E,6.0,1.0,6.0,11.0,7.0,5.0,w2
A61EB2B4CE,5.0,0.0,5.0,10.0,5.0,5.0,w2
D101CB5FE4,4.0,0.0,5.0,10.0,6.0,5.0,w2
5AAE1DEC12,4.0,1.0,3.0,7.0,6.0,0.0,w2
27CC90340C,3.0,2.0,2.0,5.0,3.0,2.0,w2
4827FE2266,4.0,0.0,4.0,8.0,6.0,2.0,w2
115EC76FE2,3.0,0.0,3.0,7.0,7.0,-0.0,w2
E12776A4C3,4.0,2.0,4.0,9.0,5.0,4.0,w2
A7333BF405,2.0,2.0,1.0,3.0,1.0,1.0,w2
F5677FA56E,3.0,2.0,3.0,5.0,4.0,2.0,w2
0B8197DBD9,3.0,1.0,3.0,6.0,3.0,3.0,w2
4F4CA17D7B,3.0,1.0,3.0,7.0,4.0,3.0,w2
840D8FDE03,6.0,1.0,6.0,11.0,6.0,6.0,w2
7765F34AD2,3.0,2.0,2.0,4.0,2.0,2.0,w2
E95B3E1912,6.0,1.0,6.0,11.0,7.0,4.0,w2
4D44854E74,4.0,0.0,4.0,7.0,4.0,3.0,w2
A9F1FA54F1,6.0,2.0,5.0,12.0,6.0,7.0,w2
98BFB0C10B,6.0,1.0,5.0,10.0,6.0,4.0,w2
D9282479E1,5.0,4.0,6.0,12.0,7.0,5.0,w2
AF57F8EEC1,5.0,0.0,5.0,10.0,6.0,4.0,w2
7B6FC42DA3,6.0,0.0,8.0,17.0,13.0,3.0,w2
E8901AB423,4.0,2.0,2.0,4.0,3.0,2.0,w2
CC857C1F23,3.0,0.0,4.0,8.0,8.0,1.0,w2
8286946EA6,4.0,2.0,2.0,4.0,2.0,2.0,w2
A52E46FADA,7.0,0.0,7.0,14.0,7.0,7.0,w2
438E74D048,5.0,1.0,7.0,14.0,13.0,2.0,w2
AE87036194,4.0,1.0,4.0,9.0,6.0,3.0,w2
29448FAE00,6.0,1.0,5.0,10.0,5.0,5.0,w2
9FF98BC0C3,4.0,0.0,5.0,10.0,6.0,4.0,w2
18C9703EE8,5.0,1.0,5.0,10.0,5.0,4.0,w2
D843E01DF8,3.0,0.0,3.0,6.0,8.0,-1.0,w2
BFF70E3F03,8.0,0.0,8.0,16.0,8.0,8.0,w2
9DF94AA54B,7.0,0.0,8.0,16.0,12.0,5.0,w2
8944DAB52A,1.0,1.0,1.0,1.0,2.0,-0.0,w2
0D777F7E2B,2.0,2.0,1.0,2.0,2.0,1.0,w2
92D97652EA,2.0,1.0,2.0,4.0,2.0,2.0,w2
8DE21EBE8B,1.0,3.0,-1.0,-2.0,-1.0,-0.0,w2
9CB2648050,4.0,1.0,4.0,7.0,4.0,3.0,w2
4CC833DD39,4.0,1.0,3.0,7.0,5.0,2.0,w2
F2F9FF7DCA,4.0,1.0,3.0,7.0,3.0,3.0,w2
A401626467,3.0,2.0,1.0,2.0,1.0,1.0,w2
D897A7C66A,4.0,4.0,1.0,2.0,2.0,1.0,w2
7D758162EA,8.0,1.0,8.0,16.0,9.0,8.0,w2
84AFFCD056,4.0,0.0,6.0,13.0,7.0,6.0,w2
FF356E48D3,6.0,1.0,8.0,16.0,9.0,8.0,w2
7DD566BF26,6.0,3.0,5.0,11.0,7.0,4.0,w2
A01098111D,8.0,2.0,7.0,14.0,7.0,7.0,w2
CF5E16D747,2.0,1.0,1.0,2.0,1.0,1.0,w2
BEEBBE7A0B,5.0,0.0,5.0,10.0,5.0,4.0,w2
F2EED760A2,4.0,2.0,5.0,11.0,6.0,5.0,w2
9A607F2E4D,3.0,1.0,2.0,5.0,10.0,-5.0,w2
5F071DD341,5.0,0.0,4.0,9.0,5.0,4.0,w2
0872B43D41,7.0,2.0,7.0,15.0,9.0,6.0,w2
DB59B6E323,6.0,1.0,6.0,11.0,6.0,5.0,w2
5A82C7FFFE,6.0,2.0,5.0,11.0,8.0,3.0,w2
1C833055E9,4.0,1.0,5.0,10.0,7.0,2.0,w2
4E551F88BC,6.0,0.0,6.0,12.0,7.0,6.0,w2
BA5DC2585A,1.0,2.0,0.0,1.0,2.0,-1.0,w2
5396C19F14,2.0,3.0,4.0,8.0,7.0,1.0,w2
24F4C7D789,10.0,0.0,11.0,21.0,11.0,11.0,w2
0A364C74BF,7.0,0.0,7.0,13.0,7.0,6.0,w2
3ED1696C6B,2.0,0.0,3.0,5.0,4.0,2.0,w2
93292AAA32,7.0,1.0,9.0,18.0,10.0,8.0,w2
57EDB151CD,5.0,1.0,4.0,9.0,5.0,4.0,w2
C41B4CD96A,4.0,2.0,3.0,5.0,5.0,1.0,w2
53075060A8,5.0,1.0,4.0,9.0,5.0,4.0,w2
BEBADE2598,2.0,3.0,-1.0,-2.0,2.0,-4.0,w2
4BBB37458C,5.0,1.0,5.0,9.0,5.0,4.0,w2
EC227AFC2C,3.0,0.0,3.0,5.0,3.0,2.0,w2
D52491A5EC,2.0,1.0,3.0,5.0,3.0,2.0,w2
338BB1CDBE,5.0,0.0,7.0,15.0,10.0,5.0,w2
B4839C03FD,3.0,1.0,3.0,6.0,4.0,3.0,w2
B19DE9E6C2,3.0,3.0,1.0,1.0,1.0,0.0,w2
0D0C2B59D2,3.0,1.0,3.0,6.0,4.0,3.0,w2
8A26B08A82,2.0,2.0,1.0,1.0,1.0,0.0,w2
020B85B615,4.0,1.0,5.0,10.0,5.0,5.0,w2
3A3BF0160A,4.0,1.0,5.0,9.0,5.0,4.0,w2
88B1FA0D79,9.0,3.0,8.0,16.0,8.0,8.0,w2
42FCE197BA,3.0,0.0,3.0,6.0,4.0,2.0,w2
B1DF4E7043,5.0,1.0,6.0,12.0,8.0,4.0,w2
78F1B6D22C,4.0,1.0,4.0,7.0,8.0,-1.0,w2
D5D87721C7,6.0,2.0,6.0,12.0,10.0,2.0,w2
097D270EB2,3.0,1.0,3.0,5.0,3.0,2.0,w2
7C149DD934,10.0,1.0,10.0,19.0,12.0,7.0,w2
50D465DD83,2.0,1.0,0.0,1.0,1.0,0.0,w2
F41032172A,2.0,1.0,1.0,2.0,2.0,1.0,w2
68611EF55B,4.0,0.0,8.0,16.0,9.0,7.0,w2
5E88259077,3.0,4.0,-1.0,-3.0,-1.0,-1.0,w2
419EB4A12D,3.0,2.0,3.0,5.0,4.0,2.0,w2
93B77DB509,4.0,0.0,4.0,8.0,4.0,4.0,w2
1B67386B3C,4.0,0.0,6.0,12.0,6.0,6.0,w2
CB710670C6,2.0,1.0,2.0,4.0,4.0,0.0,w2
643FDCD73B,4.0,1.0,3.0,7.0,4.0,3.0,w2
D23985ADB1,1.0,2.0,0.0,0.0,0.0,-0.0,w2
F7EA53511D,6.0,0.0,6.0,12.0,7.0,5.0,w2
4EF58F17D8,2.0,1.0,2.0,5.0,3.0,1.0,w2
618D4F7A72,2.0,0.0,2.0,5.0,5.0,0.0,w2
02C7E526D5,2.0,2.0,1.0,1.0,1.0,1.0,w2
6811CA59B2,5.0,1.0,5.0,10.0,5.0,5.0,w2
1517D5EC2B,3.0,1.0,3.0,6.0,6.0,-0.0,w2
4C5C5E7E9A,3.0,4.0,-0.0,-0.0,1.0,-1.0,w2
413A6C9C8E,4.0,0.0,4.0,8.0,5.0,3.0,w2
D986340343,1.0,0.0,2.0,4.0,2.0,1.0,w2
4B736A581F,8.0,2.0,9.0,18.0,9.0,8.0,w2
F2620E1E7E,6.0,1.0,5.0,10.0,6.0,4.0,w2
E92EF37F4E,7.0,0.0,7.0,15.0,8.0,7.0,w2
C1CA2537FF,2.0,1.0,1.0,2.0,2.0,1.0,w2
885E3759B8,3.0,1.0,3.0,6.0,3.0,3.0,w2
EAC5B63C90,3.0,1.0,3.0,6.0,4.0,2.0,w2
82EDD52287,2.0,2.0,2.0,4.0,2.0,2.0,w2
DA106F7AD4,2.0,0.0,2.0,4.0,3.0,1.0,w2
EB65F77C59,7.0,0.0,7.0,15.0,7.0,7.0,w2
34CF67C946,1.0,1.0,0.0,1.0,1.0,0.0,w2
EEE7A330C6,1.0,0.0,3.0,6.0,3.0,3.0,w2
E42C148426,2.0,0.0,3.0,5.0,4.0,2.0,w2
C683AE6AD8,2.0,3.0,1.0,2.0,3.0,-1.0,w2
47F54E08F8,3.0,3.0,3.0,7.0,5.0,2.0,w2
89D9FBF840,6.0,0.0,6.0,13.0,7.0,6.0,w2
A3183FE9AB,5.0,0.0,5.0,10.0,5.0,5.0,w2
59EB8FCEBE,4.0,1.0,3.0,6.0,4.0,2.0,w2
ABA8F6FF87,6.0,3.0,3.0,6.0,6.0,-0.0,w2
7BEA91E299,3.0,1.0,3.0,6.0,4.0,2.0,w2
74AE4207CE,4.0,1.0,3.0,7.0,8.0,-2.0,w2
CB520A4170,6.0,0.0,6.0,12.0,7.0,5.0,w2
FA1F7D1F70,8.0,4.0,4.0,8.0,6.0,3.0,w2
E3A5DAC075,7.0,0.0,7.0,14.0,8.0,6.0,w2
8F85902DF1,3.0,1.0,3.0,7.0,6.0,0.0,w2
04BF7B4A9F,7.0,1.0,6.0,13.0,8.0,5.0,w2
3A919810C5,4.0,1.0,3.0,6.0,3.0,3.0,w2
45DB647875,5.0,2.0,3.0,7.0,4.0,3.0,w2
087083C979,4.0,2.0,4.0,9.0,5.0,4.0,w2
68DF41A7E4,4.0,0.0,6.0,12.0,7.0,6.0,w2
0E2B3452B8,7.0,0.0,7.0,14.0,9.0,5.0,w2
9FCE87ECAA,6.0,4.0,3.0,5.0,3.0,2.0,w2
79824A0BBC,2.0,0.0,3.0,6.0,5.0,1.0,w2
61594B0266,3.0,1.0,3.0,6.0,4.0,2.0,w2
25091BC03E,3.0,1.0,3.0,6.0,4.0,2.0,w2
D0E03A37B5,4.0,1.0,3.0,7.0,4.0,4.0,w2
7AD4E32D41,5.0,3.0,4.0,8.0,4.0,4.0,w2
72584C558B,3.0,0.0,6.0,12.0,6.0,6.0,w2
A2A7AE3404,2.0,1.0,1.0,2.0,1.0,1.0,w2
4EAC4CF267,9.0,1.0,9.0,18.0,12.0,6.0,w2
