Week,Supplier,Material,No_of_Material,Machine,No_of_Product,Product,Customer_id,Product_Target,Delivery,Delayed_Delivery,Deli_Delay_Limit,Extra_Delay,Customer_Validity,High_Delay,Cust_Churn
Week1,S2,Met1,292,Mach2,258.0,P1,C9,250.0,Yes,No,1,9,Existing,False,False
Week1,S3,Met2,443,Mach1,274.0,P2,C13,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S1,Met1,346,Mach2,300.0,P2,C1,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S1,Met1,310,Mach2,232.0,P2,C14,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S3,Met1,413,Mach1,178.0,P2,C3,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S2,Met3,195,Mach3,92.0,P3,C17,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S2,Met2,376,Mach1,123.0,P1,C1,250.0,No,Yes,1,9,Existing,False,False
Week1,S1,Met3,324,Mach3,248.0,P3,C1,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S1,Met1,408,Mach1,328.0,P2,C20,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S2,Met3,307,Mach1,112.0,P3,C19,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S3,Met1,275,Mach1,224.0,P2,C17,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S2,Met1,442,Mach2,263.0,P2,C12,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S1,Met1,205,Mach3,193.0,P2,C19,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S3,Met2,320,Mach1,244.0,P3,C14,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S1,Met3,266,Mach1,168.0,P3,C9,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S3,Met2,330,Mach1,230.0,P1,C6,250.0,No,Yes,1,9,Existing,False,False
Week1,S3,Met3,252,Mach2,144.0,P1,C8,250.0,No,Yes,1,9,Existing,False,False
Week1,S1,Met3,69,Mach1,69.0,P1,C19,250.0,No,Yes,1,9,Existing,False,False
Week1,S2,Met1,270,Mach1,109.0,P3,C7,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S1,Met3,197,Mach1,197.0,P2,C16,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S2,Met2,493,Mach1,338.0,P3,C2,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S2,Met3,270,Mach3,72.0,P2,C4,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S3,Met3,240,Mach3,227.0,P2,C3,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S1,Met1,223,Mach1,223.0,P3,C2,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S1,Met2,202,Mach1,202.0,P2,C3,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S1,Met3,418,Mach1,347.0,P3,C2,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S1,Met1,400,Mach1,382.0,P1,C14,250.0,Yes,No,1,9,Existing,False,False
Week1,S3,Met1,209,Mach1,81.0,P2,C5,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S1,Met1,170,Mach1,170.0,P2,C11,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S1,Met3,168,Mach1,70.0,P1,C16,250.0,No,Yes,1,9,Existing,False,False
Week1,S2,Met1,77,Mach3,77.0,P3,C8,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S1,Met1,331,Mach3,118.0,P1,C15,250.0,No,Yes,1,9,Existing,False,False
Week1,S2,Met2,170,Mach2,56.0,P2,C4,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S2,Met2,398,Mach3,174.0,P2,C18,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S2,Met3,324,Mach1,122.0,P3,C2,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S1,Met2,106,Mach3,84.0,P3,C7,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S2,Met1,449,Mach1,56.0,P2,C4,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S1,Met3,365,Mach1,243.0,P2,C14,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S2,Met3,110,Mach1,58.0,P2,C12,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S1,Met3,111,Mach1,111.0,P3,C13,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S2,Met3,81,Mach1,81.0,P1,C5,250.0,No,Yes,1,9,Existing,False,False
Week1,S1,Met1,437,Mach3,201.0,P1,C4,250.0,No,Yes,1,9,Existing,False,False
Week1,S2,Met1,139,Mach1,139.0,P3,C15,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S3,Met1,114,Mach2,114.0,P2,C9,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S2,Met2,139,Mach1,139.0,P3,C3,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S1,Met2,464,Mach1,243.0,P1,C17,250.0,No,Yes,1,9,Existing,False,False
Week1,S3,Met2,411,Mach3,99.0,P2,C2,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S2,Met1,256,Mach3,256.0,P3,C14,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S1,Met3,242,Mach1,143.0,P3,C10,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S1,Met1,106,Mach1,106.0,P2,C3,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S2,Met3,351,Mach1,346.0,P1,C5,250.0,Yes,No,1,9,Existing,False,False
Week1,S3,Met1,74,Mach3,74.0,P2,C13,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S1,Met1,266,Mach2,82.0,P3,C4,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S2,Met2,129,Mach2,129.0,P3,C2,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S2,Met2,131,Mach3,131.0,P1,C5,250.0,Yes,No,1,9,Existing,False,False
Week1,S2,Met1,371,Mach1,342.0,P1,C12,250.0,Yes,No,1,9,Existing,False,False
Week1,S2,Met3,132,Mach1,132.0,P2,C10,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S2,Met2,498,Mach2,354.0,P3,C12,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S2,Met3,366,Mach1,288.0,P2,C2,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S2,Met2,239,Mach1,236.0,P2,C1,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S1,Met3,232,Mach1,184.0,P3,C8,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S3,Met2,458,Mach1,54.0,P3,C7,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S1,Met2,230,Mach2,230.0,P1,C13,250.0,Yes,No,1,9,Existing,False,False
Week1,S3,Met3,173,Mach2,173.0,P2,C4,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S3,Met1,389,Mach2,163.0,P2,C4,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S1,Met3,238,Mach1,121.0,P2,C9,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S1,Met1,373,Mach2,143.0,P3,C8,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S2,Met1,489,Mach1,172.0,P2,C12,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S3,Met3,134,Mach1,134.0,P1,C5,250.0,Yes,No,1,9,Existing,False,False
Week1,S1,Met1,320,Mach2,143.0,P3,C19,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S3,Met2,394,Mach2,82.0,P3,C11,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S3,Met1,405,Mach1,336.0,P3,C6,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S1,Met2,319,Mach1,162.0,P3,C13,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S1,Met2,363,Mach2,363.0,P3,C1,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S2,Met1,93,Mach1,93.0,P3,C2,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S2,Met1,160,Mach2,160.0,P1,C4,250.0,Yes,No,1,9,Existing,False,False
Week1,S3,Met3,444,Mach1,272.0,P3,C7,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S3,Met3,350,Mach3,173.0,P3,C6,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S2,Met3,60,Mach3,60.0,P2,C13,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S3,Met3,184,Mach1,141.0,P3,C3,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S3,Met3,467,Mach3,254.0,P1,C18,250.0,Yes,No,1,9,Existing,False,False
Week1,S3,Met2,155,Mach1,155.0,P1,C16,250.0,No,Yes,1,9,Existing,False,False
Week1,S3,Met1,207,Mach2,207.0,P2,C15,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S3,Met3,248,Mach3,248.0,P2,C12,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S1,Met3,483,Mach2,251.0,P3,C6,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S1,Met1,395,Mach1,136.0,P2,C12,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S1,Met3,64,Mach3,64.0,P2,C13,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S1,Met1,82,Mach2,82.0,P1,C3,250.0,No,Yes,1,9,Existing,False,False
Week1,S3,Met3,451,Mach2,183.0,P3,C6,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S1,Met3,120,Mach1,120.0,P3,C13,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S3,Met1,73,Mach1,73.0,P3,C13,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S3,Met3,352,Mach2,195.0,P1,C14,250.0,No,Yes,1,9,Existing,False,False
Week1,S2,Met2,277,Mach1,277.0,P3,C7,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S2,Met1,342,Mach1,342.0,P3,C7,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S3,Met2,445,Mach3,322.0,P3,C13,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S2,Met1,91,Mach1,91.0,P1,C8,250.0,Yes,No,1,9,Existing,False,False
Week1,S1,Met3,100,Mach1,100.0,P1,C8,250.0,Yes,No,1,9,Existing,False,False
Week1,S1,Met1,278,Mach1,163.0,P3,C20,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S3,Met1,195,Mach2,112.0,P1,C8,250.0,No,Yes,1,9,Existing,False,False
Week1,S3,Met2,177,Mach3,177.0,P3,C12,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S3,Met3,438,Mach2,62.0,P1,C12,250.0,No,Yes,1,9,Existing,False,False
Week1,S1,Met1,321,Mach3,55.0,P2,C6,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S3,Met3,71,Mach2,71.0,P2,C15,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S3,Met3,358,Mach1,298.0,P3,C1,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S2,Met2,116,Mach1,116.0,P1,C9,250.0,No,Yes,1,9,Existing,False,False
Week1,S2,Met2,127,Mach2,127.0,P1,C14,250.0,No,Yes,1,9,Existing,False,False
Week1,S3,Met3,449,Mach3,301.0,P3,C4,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S3,Met1,434,Mach2,52.0,P2,C18,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S2,Met2,147,Mach3,82.0,P2,C12,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S3,Met3,459,Mach3,199.0,P1,C1,250.0,No,Yes,1,9,Existing,False,False
Week1,S3,Met3,91,Mach3,91.0,P2,C9,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S3,Met3,414,Mach2,305.0,P1,C2,250.0,Yes,No,1,9,Existing,False,False
Week1,S3,Met3,410,Mach1,225.0,P2,C16,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S1,Met3,234,Mach1,197.0,P1,C19,250.0,No,Yes,1,9,Existing,False,False
Week1,S2,Met3,241,Mach1,69.0,P2,C3,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S2,Met3,270,Mach3,270.0,P3,C12,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S1,Met2,407,Mach3,356.0,P1,C16,250.0,Yes,No,1,9,Existing,False,False
Week1,S3,Met3,102,Mach2,102.0,P3,C11,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S2,Met3,172,Mach2,172.0,P3,C5,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S2,Met2,196,Mach1,147.0,P1,C20,250.0,No,Yes,1,9,Existing,False,False
Week1,S2,Met2,201,Mach3,201.0,P3,C18,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S1,Met3,68,Mach1,68.0,P1,C5,250.0,No,Yes,1,9,Existing,False,False
Week1,S2,Met2,187,Mach2,187.0,P2,C9,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S3,Met1,288,Mach2,84.0,P2,C4,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S2,Met1,294,Mach3,232.0,P3,C14,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S2,Met1,426,Mach3,116.0,P2,C18,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S2,Met1,54,Mach1,54.0,P3,C5,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S2,Met3,422,Mach1,293.0,P3,C10,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S2,Met3,282,Mach1,236.0,P2,C13,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S2,Met2,233,Mach1,233.0,P3,C3,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S1,Met3,80,Mach3,80.0,P3,C19,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S1,Met1,170,Mach2,133.0,P1,C18,250.0,No,Yes,1,9,Existing,False,False
Week1,S3,Met2,90,Mach3,90.0,P1,C20,250.0,Yes,No,1,9,Existing,False,False
Week1,S2,Met3,200,Mach1,200.0,P2,C4,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S1,Met2,191,Mach1,191.0,P1,C7,250.0,Yes,No,1,9,Existing,False,False
Week1,S1,Met1,422,Mach2,146.0,P2,C20,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S3,Met3,303,Mach1,303.0,P1,C3,250.0,Yes,No,1,9,Existing,False,False
Week1,S2,Met1,170,Mach1,130.0,P2,C9,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S1,Met3,375,Mach2,230.0,P1,C7,250.0,No,Yes,1,9,Existing,False,False
Week1,S2,Met1,257,Mach2,257.0,P1,C1,250.0,Yes,No,1,9,Existing,False,False
Week1,S2,Met3,209,Mach2,181.0,P2,C3,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S2,Met1,179,Mach1,94.0,P3,C9,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S3,Met1,476,Mach2,332.0,P2,C19,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S3,Met2,458,Mach2,399.0,P3,C2,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S3,Met3,310,Mach1,109.0,P3,C13,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S3,Met2,482,Mach2,196.0,P1,C5,250.0,No,Yes,1,9,Existing,False,False
Week1,S1,Met2,250,Mach1,250.0,P2,C9,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S3,Met1,489,Mach2,134.0,P3,C13,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S3,Met3,199,Mach2,140.0,P3,C12,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S3,Met2,314,Mach1,124.0,P1,C11,250.0,No,Yes,1,9,Existing,False,False
Week1,S3,Met3,461,Mach1,291.0,P1,C8,250.0,Yes,No,1,9,Existing,False,False
Week1,S2,Met3,97,Mach2,97.0,P3,C6,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S2,Met3,64,Mach1,64.0,P1,C6,250.0,No,Yes,1,9,Existing,False,False
Week1,S3,Met2,191,Mach2,158.0,P2,C14,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S3,Met2,377,Mach2,143.0,P2,C2,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S2,Met1,75,Mach1,75.0,P1,C9,250.0,Yes,No,1,9,Existing,False,False
Week1,S1,Met3,120,Mach3,120.0,P1,C19,250.0,Yes,No,1,9,Existing,False,False
Week1,S1,Met2,119,Mach1,119.0,P3,C14,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S1,Met1,132,Mach2,132.0,P1,C5,250.0,Yes,No,1,9,Existing,False,False
Week1,S2,Met2,157,Mach3,157.0,P3,C4,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S3,Met2,334,Mach1,130.0,P2,C2,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S3,Met2,442,Mach1,398.0,P2,C6,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S1,Met3,491,Mach1,147.0,P2,C17,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S3,Met3,429,Mach2,399.0,P1,C14,250.0,Yes,No,1,9,Existing,False,False
Week1,S2,Met1,165,Mach1,165.0,P1,C2,250.0,No,Yes,1,9,Existing,False,False
Week1,S1,Met2,355,Mach2,271.0,P3,C5,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S2,Met2,380,Mach3,331.0,P3,C7,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S2,Met1,491,Mach3,102.0,P3,C13,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S3,Met3,384,Mach1,153.0,P2,C17,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S3,Met1,155,Mach2,155.0,P2,C19,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S3,Met2,247,Mach2,247.0,P3,C20,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S2,Met2,423,Mach1,235.0,P1,C7,250.0,No,Yes,1,9,Existing,False,False
Week1,S1,Met3,92,Mach1,92.0,P3,C7,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S2,Met1,238,Mach2,110.0,P3,C9,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S1,Met2,436,Mach1,341.0,P3,C14,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S1,Met2,318,Mach1,318.0,P3,C14,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S3,Met1,439,Mach2,345.0,P1,C12,250.0,Yes,No,1,9,Existing,False,False
Week1,S2,Met2,290,Mach1,156.0,P2,C10,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S2,Met3,72,Mach2,53.0,P3,C14,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S2,Met3,410,Mach1,303.0,P3,C9,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S3,Met2,494,Mach1,271.0,P2,C18,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S3,Met3,370,Mach3,83.0,P2,C5,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S3,Met2,89,Mach1,89.0,P1,C14,250.0,No,Yes,1,9,Existing,False,False
Week1,S2,Met3,402,Mach2,139.0,P2,C16,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S1,Met2,292,Mach2,292.0,P1,C8,250.0,Yes,No,1,9,Existing,False,False
Week1,S1,Met1,380,Mach2,188.0,P2,C19,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S3,Met3,369,Mach1,369.0,P2,C16,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S3,Met1,169,Mach2,169.0,P2,C4,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S3,Met2,71,Mach2,69.0,P1,C17,250.0,No,Yes,1,9,Existing,False,False
Week1,S3,Met3,102,Mach3,102.0,P1,C5,250.0,Yes,No,1,9,Existing,False,False
Week1,S2,Met3,493,Mach2,270.0,P1,C4,250.0,Yes,No,1,9,Existing,False,False
Week1,S1,Met1,75,Mach2,55.0,P1,C14,250.0,No,Yes,1,9,Existing,False,False
Week1,S1,Met3,263,Mach3,263.0,P1,C7,250.0,Yes,No,1,9,Existing,False,False
Week1,S3,Met3,345,Mach3,133.0,P1,C14,250.0,No,Yes,1,9,Existing,False,False
Week1,S3,Met3,78,Mach2,66.0,P3,C16,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S1,Met3,244,Mach1,214.0,P1,C19,250.0,No,Yes,1,9,Existing,False,False
Week1,S2,Met1,329,Mach1,115.0,P2,C7,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S1,Met3,249,Mach1,183.0,P1,C10,250.0,No,Yes,1,9,Existing,False,False
Week1,S1,Met2,355,Mach2,355.0,P3,C8,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S2,Met2,254,Mach2,92.0,P2,C8,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S2,Met3,97,Mach1,97.0,P1,C5,250.0,No,Yes,1,9,Existing,False,False
Week1,S3,Met2,188,Mach3,188.0,P3,C13,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S1,Met2,184,Mach2,184.0,P1,C5,250.0,No,Yes,1,9,Existing,False,False
Week1,S3,Met2,344,Mach1,338.0,P1,C5,250.0,Yes,No,1,9,Existing,False,False
Week1,S1,Met3,126,Mach1,57.0,P3,C6,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S1,Met3,333,Mach1,207.0,P2,C11,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S2,Met1,426,Mach3,153.0,P2,C17,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S3,Met1,248,Mach2,237.0,P1,C12,250.0,No,Yes,1,9,Existing,False,False
Week1,S3,Met3,316,Mach2,231.0,P3,C16,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S2,Met1,240,Mach1,101.0,P1,C10,250.0,No,Yes,1,9,Existing,False,False
Week1,S1,Met1,246,Mach2,246.0,P1,C19,250.0,Yes,No,1,9,Existing,False,False
Week1,S1,Met2,366,Mach2,302.0,P1,C5,250.0,Yes,No,1,9,Existing,False,False
Week1,S1,Met2,325,Mach2,152.0,P1,C3,250.0,No,Yes,1,9,Existing,False,False
Week1,S1,Met2,372,Mach2,327.0,P2,C2,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S1,Met1,81,Mach2,81.0,P2,C7,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S3,Met3,403,Mach1,277.0,P3,C19,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S2,Met1,131,Mach2,131.0,P3,C18,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S3,Met1,249,Mach1,209.0,P3,C7,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S2,Met3,132,Mach1,132.0,P1,C14,250.0,No,Yes,1,9,Existing,False,False
Week1,S1,Met2,235,Mach2,172.0,P2,C10,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S2,Met2,477,Mach3,303.0,P1,C2,250.0,Yes,No,1,9,Existing,False,False
Week1,S3,Met1,152,Mach2,86.0,P1,C13,250.0,No,Yes,1,9,Existing,False,False
Week1,S2,Met1,129,Mach2,129.0,P2,C18,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S2,Met3,396,Mach1,240.0,P3,C7,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S1,Met2,80,Mach1,80.0,P1,C7,250.0,Yes,No,1,9,Existing,False,False
Week1,S2,Met2,499,Mach1,110.0,P1,C16,250.0,No,Yes,1,9,Existing,False,False
Week1,S1,Met2,58,Mach1,58.0,P1,C16,250.0,Yes,No,1,9,Existing,False,False
Week1,S2,Met3,431,Mach1,338.0,P1,C15,250.0,Yes,No,1,9,Existing,False,False
Week1,S1,Met1,106,Mach2,106.0,P2,C18,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S3,Met3,255,Mach3,255.0,P3,C8,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S1,Met3,131,Mach2,131.0,P1,C3,250.0,No,Yes,1,9,Existing,False,False
Week1,S2,Met2,365,Mach1,153.0,P3,C11,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S1,Met3,66,Mach3,66.0,P1,C18,250.0,No,Yes,1,9,Existing,False,False
Week1,S1,Met3,257,Mach3,257.0,P3,C13,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S1,Met2,187,Mach3,187.0,P1,C11,250.0,No,Yes,1,9,Existing,False,False
Week1,S2,Met2,433,Mach3,323.0,P1,C18,250.0,Yes,No,1,9,Existing,False,False
Week1,S3,Met3,285,Mach1,180.0,P2,C14,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S1,Met2,365,Mach1,190.0,P1,C15,250.0,No,Yes,1,9,Existing,False,False
Week1,S1,Met1,215,Mach1,79.0,P3,C13,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S2,Met3,134,Mach1,134.0,P2,C1,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S2,Met1,278,Mach1,57.0,P1,C18,250.0,No,Yes,1,9,Existing,False,False
Week1,S3,Met2,250,Mach2,171.0,P1,C18,250.0,No,Yes,1,9,Existing,False,False
Week1,S1,Met3,381,Mach2,358.0,P2,C4,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S2,Met1,97,Mach1,97.0,P3,C16,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S1,Met3,399,Mach3,377.0,P2,C17,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S2,Met1,374,Mach3,242.0,P1,C16,250.0,No,Yes,1,9,Existing,False,False
Week1,S2,Met1,205,Mach3,205.0,P3,C8,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S2,Met2,234,Mach2,234.0,P1,C2,250.0,Yes,No,1,9,Existing,False,False
Week1,S2,Met2,72,Mach2,72.0,P3,C17,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S3,Met3,456,Mach1,347.0,P3,C16,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S1,Met2,274,Mach3,126.0,P3,C1,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S2,Met1,318,Mach1,284.0,P3,C4,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S2,Met2,455,Mach1,97.0,P3,C9,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S1,Met1,362,Mach1,50.0,P2,C8,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S3,Met1,88,Mach3,88.0,P3,C18,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S1,Met1,268,Mach3,202.0,P1,C2,250.0,No,Yes,1,9,Existing,False,False
Week1,S1,Met3,268,Mach2,268.0,P3,C1,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S3,Met2,306,Mach1,200.0,P2,C5,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S2,Met3,108,Mach2,108.0,P1,C18,250.0,Yes,No,1,9,Existing,False,False
Week1,S2,Met1,256,Mach1,146.0,P1,C5,250.0,No,Yes,1,9,Existing,False,False
Week1,S2,Met3,290,Mach1,290.0,P2,C1,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S2,Met1,347,Mach2,344.0,P3,C3,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S1,Met2,50,Mach1,50.0,P2,C1,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S3,Met1,70,Mach1,70.0,P1,C14,250.0,No,Yes,1,9,Existing,False,False
Week1,S3,Met2,126,Mach2,126.0,P3,C16,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S1,Met3,134,Mach1,134.0,P3,C17,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S1,Met2,85,Mach1,85.0,P2,C17,200.0,Yes,No,2,10,Not_Existing,True,True
